age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
41.0,admin.,single,high.school,no,yes,no,cellular,may,mon,306.0,3,1,failure,no,Loulé
32.0,student,single,university.degree,no,no,no,telephone,may,fri,21.0,3,0,nonexistent,no,Mirandela
35.0,blue-collar,married,unknown,no,no,no,telephone,may,fri,100.0,2,0,nonexistent,no,Covilhã
46.0,services,married,basic.6y,no,yes,no,cellular,aug,fri,16.0,5,0,nonexistent,no,Caniço
31.0,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,62.0,1,0,nonexistent,no,Lagoa
60.0,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,148.0,8,0,nonexistent,no,Ribeira Grande
35.0,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,fri,153.0,1,1,failure,no,Viseu
37.0,blue-collar,married,unknown,no,no,no,telephone,may,mon,336.0,1,0,nonexistent,no,Entroncamento
55.0,admin.,married,high.school,no,yes,no,cellular,jun,mon,177.0,5,1,failure,no,Rio Tinto
43.0,technician,married,professional.course,unknown,yes,no,telephone,jul,thu,232.5,7,0,nonexistent,no,Tarouca
60.0,retired,married,high.school,no,no,no,cellular,aug,thu,56.0,10,0,nonexistent,no,Mirandela
66.0,unknown,married,basic.6y,unknown,yes,no,cellular,aug,wed,124.0,1,1,success,no,unknown
40.0,admin.,married,professional.course,unknown,no,no,cellular,jul,thu,106.0,2,0,nonexistent,no,Barcelos
26.0,admin.,single,high.school,no,no,yes,telephone,may,fri,232.5,2,0,nonexistent,no,Évora
54.0,management,married,university.degree,no,no,no,telephone,jun,tue,84.0,15,0,nonexistent,no,Funchal
32.0,blue-collar,single,university.degree,no,no,no,telephone,jun,wed,355.0,1,0,nonexistent,no,Funchal
35.0,blue-collar,married,high.school,no,no,no,telephone,may,wed,232.5,4,0,nonexistent,no,Valpaços
42.0,technician,married,basic.9y,no,no,no,cellular,apr,mon,232.5,4,0,nonexistent,no,Ovar
39.0,management,divorced,basic.9y,unknown,yes,no,cellular,jul,thu,86.0,1,0,nonexistent,no,Mirandela
39.0,services,married,high.school,unknown,no,no,telephone,jun,fri,32.0,9,0,nonexistent,no,Maia
37.0,services,married,high.school,unknown,yes,no,telephone,jun,tue,146.0,3,0,nonexistent,no,Loulé
30.0,services,married,high.school,unknown,no,no,telephone,may,thu,232.5,1,0,nonexistent,no,Guimarães
24.0,services,married,high.school,no,yes,no,cellular,may,mon,232.5,1,0,nonexistent,no,Vila Baleira (a.k.a. Porto Santo)
32.0,technician,married,unknown,no,no,no,telephone,may,wed,232.5,2,0,nonexistent,no,Valongo
56.0,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,116.0,2,0,nonexistent,no,Faro
34.0,technician,single,high.school,no,no,no,cellular,aug,fri,64.0,1,0,nonexistent,no,Valbom
59.0,retired,married,basic.4y,unknown,no,no,telephone,jul,fri,150.0,2,0,nonexistent,no,Odivelas
40.0,management,married,unknown,no,no,no,cellular,nov,fri,232.5,2,0,nonexistent,no,Serpa
26.0,technician,married,university.degree,no,yes,no,cellular,jul,fri,232.5,1,0,nonexistent,no,Serpa
29.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,94.0,4,0,nonexistent,no,Tavira
31.0,technician,married,high.school,no,no,no,telephone,jun,thu,9.0,28,0,nonexistent,no,Ílhavo
31.0,technician,married,university.degree,no,yes,yes,cellular,may,thu,172.0,2,1,failure,no,Portimão
31.0,services,single,high.school,no,yes,no,cellular,nov,thu,67.0,2,0,nonexistent,no,Valpaços
54.0,admin.,divorced,unknown,no,no,no,cellular,aug,fri,86.0,2,0,nonexistent,no,Silves
23.0,student,single,high.school,unknown,unknown,unknown,cellular,jul,tue,125.0,1,0,nonexistent,no,Marinha Grande
52.0,entrepreneur,divorced,university.degree,unknown,yes,no,telephone,apr,mon,232.5,4,0,nonexistent,no,Portimão
37.0,blue-collar,married,basic.9y,unknown,no,yes,telephone,jul,thu,88.0,7,0,nonexistent,no,Lagoa
57.0,technician,divorced,professional.course,no,yes,yes,cellular,jul,thu,232.5,1,0,nonexistent,no,Fátima
41.0,admin.,single,high.school,no,no,no,telephone,may,mon,168.0,1,0,nonexistent,no,Tondela
35.0,services,unknown,high.school,unknown,yes,yes,telephone,jul,tue,232.5,2,0,nonexistent,no,Guimarães
39.0,blue-collar,married,unknown,no,no,no,cellular,may,wed,232.5,3,0,nonexistent,no,Gandra
48.0,technician,married,high.school,no,no,no,telephone,jun,mon,185.0,2,0,nonexistent,no,Ílhavo
34.0,admin.,married,university.degree,no,no,no,telephone,jun,mon,230.0,4,0,nonexistent,no,Santo Tirso
50.0,admin.,married,high.school,no,no,no,cellular,may,wed,208.0,2,5,success,no,Évora
24.0,technician,unknown,professional.course,unknown,yes,yes,telephone,may,fri,447.0,1,0,nonexistent,no,Funchal
35.0,services,married,basic.9y,no,no,yes,cellular,jul,wed,204.0,2,0,nonexistent,no,Portalegre
37.0,services,single,basic.9y,no,no,no,cellular,may,tue,232.5,1,0,nonexistent,no,Almeirim
29.0,technician,married,university.degree,no,yes,no,cellular,jul,thu,232.5,1,0,nonexistent,no,Santa Comba Dão
42.0,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,wed,232.5,1,0,nonexistent,no,Vila Nova de Santo André
62.0,technician,married,unknown,no,no,no,cellular,jul,mon,167.0,1,0,nonexistent,no,Mêda
48.0,technician,married,professional.course,unknown,yes,no,telephone,may,thu,232.5,1,0,nonexistent,no,Gondomar
37.0,technician,married,professional.course,unknown,yes,no,telephone,may,mon,81.0,6,0,nonexistent,no,Rio Tinto
32.0,admin.,single,university.degree,no,no,no,cellular,jul,wed,232.5,2,0,nonexistent,no,Agualva-Cacém
34.0,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,232.5,1,0,nonexistent,no,Vendas Novas
39.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,232.5,2,0,nonexistent,no,Barcelos
50.0,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,202.0,1,0,nonexistent,no,Serpa
56.0,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,149.0,4,0,nonexistent,no,Entroncamento
43.0,unemployed,single,university.degree,no,no,no,telephone,may,mon,232.5,4,0,nonexistent,no,Valpaços
40.0,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,88.0,3,0,nonexistent,no,Silves
38.0,admin.,married,high.school,no,no,no,telephone,may,tue,213.0,3,0,nonexistent,no,Gouveia
38.0,admin.,single,basic.9y,no,no,no,telephone,may,fri,387.0,1,0,nonexistent,no,Ponta Delgada
36.0,unknown,married,high.school,no,yes,no,telephone,may,mon,232.5,1,0,nonexistent,no,unknown
48.0,blue-collar,married,unknown,no,unknown,unknown,telephone,may,fri,232.5,1,0,nonexistent,no,Ílhavo
41.0,technician,married,basic.6y,no,yes,no,telephone,nov,mon,60.0,2,0,nonexistent,no,Tomar
34.0,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,172.0,1,0,nonexistent,no,Gondomar
34.0,admin.,married,university.degree,no,yes,no,cellular,may,wed,80.0,2,0,nonexistent,no,Gandra
34.0,admin.,married,unknown,no,no,no,telephone,jun,tue,83.0,1,0,nonexistent,no,Guimarães
34.0,admin.,married,university.degree,no,no,yes,cellular,may,mon,232.5,2,0,nonexistent,no,Vila Nova de Famalicão
56.0,retired,married,high.school,unknown,no,no,telephone,may,fri,319.0,3,0,nonexistent,no,Mirandela
51.0,blue-collar,married,unknown,no,yes,no,telephone,may,mon,812.0,1,0,nonexistent,no,Loulé
35.0,admin.,single,university.degree,no,no,yes,cellular,aug,thu,85.0,1,0,nonexistent,no,Almada
33.0,unknown,divorced,unknown,no,no,no,cellular,aug,tue,232.5,1,0,nonexistent,no,unknown
46.0,blue-collar,married,unknown,unknown,no,no,telephone,may,fri,67.0,1,0,nonexistent,no,Vila Nova de Famalicão
35.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,232.5,3,0,nonexistent,no,Queluz
40.0,services,unknown,unknown,no,yes,no,cellular,nov,tue,232.5,1,0,nonexistent,no,Ovar
26.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,102.0,35,0,nonexistent,no,Barreiro
36.0,unknown,married,unknown,unknown,yes,no,telephone,may,fri,232.5,1,0,nonexistent,no,unknown
34.0,technician,married,high.school,no,yes,yes,cellular,jul,thu,815.0,1,0,nonexistent,no,Valpaços
47.0,entrepreneur,married,high.school,no,no,yes,cellular,apr,wed,663.0,2,0,nonexistent,no,Agualva-Cacém
47.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,89.0,2,0,nonexistent,no,Odivelas
47.0,technician,married,high.school,unknown,no,no,cellular,apr,mon,232.5,2,1,failure,no,Vila Franca de Xira
38.0,self-employed,single,unknown,no,yes,no,cellular,jul,tue,438.0,3,0,nonexistent,no,Ponta Delgada
50.0,unknown,married,unknown,unknown,yes,no,cellular,aug,mon,232.5,2,0,nonexistent,no,Vila Nova de Famalicão
34.0,technician,married,professional.course,no,no,no,cellular,apr,mon,1156.0,3,0,nonexistent,no,Covilhã
38.0,unknown,married,high.school,no,no,yes,cellular,jul,thu,106.0,3,0,nonexistent,no,unknown
37.0,student,married,professional.course,no,no,no,cellular,aug,mon,70.0,1,0,nonexistent,no,Queluz
40.0,admin.,married,university.degree,no,yes,no,cellular,apr,fri,489.0,3,0,nonexistent,no,Vendas Novas
39.0,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,may,fri,143.0,4,0,nonexistent,no,Valongo
43.0,technician,single,university.degree,no,no,yes,telephone,may,tue,1100.0,2,0,nonexistent,no,Portimão
34.0,admin.,divorced,high.school,no,no,no,cellular,mar,fri,156.0,1,0,nonexistent,no,Fátima
31.0,unknown,single,university.degree,no,no,no,cellular,nov,thu,232.5,1,0,nonexistent,no,unknown
45.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,358.0,10,0,nonexistent,no,Rio Tinto
41.0,admin.,married,university.degree,no,yes,no,cellular,sep,mon,182.0,1,0,nonexistent,no,Agualva-Cacém
31.0,blue-collar,single,unknown,no,yes,no,telephone,may,fri,273.0,2,0,nonexistent,no,Portimão
42.0,entrepreneur,single,basic.4y,no,yes,no,cellular,nov,thu,93.0,3,0,nonexistent,no,Torres Vedras
51.0,blue-collar,married,unknown,no,no,no,telephone,may,fri,208.0,2,0,nonexistent,no,Tarouca
38.0,blue-collar,divorced,unknown,no,yes,no,telephone,may,thu,232.5,2,0,nonexistent,no,Valpaços
36.0,blue-collar,married,basic.6y,unknown,no,yes,cellular,jul,thu,256.0,2,0,nonexistent,no,Gouveia
29.0,services,divorced,high.school,no,no,no,telephone,may,wed,282.0,1,0,nonexistent,no,Ermesinde
53.0,retired,married,high.school,unknown,yes,no,telephone,may,thu,23.0,5,0,nonexistent,no,Vila do Conde
38.0,admin.,married,high.school,no,no,no,telephone,jun,mon,232.5,2,0,nonexistent,no,Freamunde
49.0,blue-collar,unknown,basic.4y,no,yes,no,telephone,may,wed,232.5,1,0,nonexistent,no,Agualva-Cacém
32.0,admin.,single,unknown,no,yes,no,cellular,aug,thu,159.0,1,0,nonexistent,no,Faro
52.0,unknown,married,university.degree,no,no,no,telephone,may,fri,232.5,3,0,nonexistent,no,unknown
54.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,439.0,3,0,nonexistent,no,Évora
37.0,technician,single,university.degree,no,yes,no,telephone,may,thu,232.5,1,0,nonexistent,no,Serpa
28.0,management,single,basic.9y,no,yes,no,cellular,may,thu,106.0,1,1,failure,no,Tarouca
30.0,admin.,single,university.degree,no,no,no,telephone,aug,tue,387.0,1,0,nonexistent,no,Mirandela
55.0,unemployed,married,basic.9y,no,yes,no,cellular,oct,tue,156.0,1,0,nonexistent,no,Ermesinde
33.0,services,married,professional.course,no,yes,no,cellular,aug,thu,56.0,1,0,nonexistent,no,Águeda
37.0,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,thu,340.0,1,0,nonexistent,no,Mangualde
29.0,blue-collar,married,basic.4y,no,no,yes,cellular,nov,wed,441.0,1,0,nonexistent,no,Agualva-Cacém
30.0,management,married,university.degree,no,no,no,telephone,may,fri,32.0,2,0,nonexistent,no,Quarteira
38.0,admin.,divorced,high.school,no,yes,no,cellular,may,mon,469.0,1,1,failure,no,Vendas Novas
45.0,blue-collar,married,unknown,no,no,no,cellular,apr,thu,232.5,1,0,nonexistent,no,Olhão da Restauração
34.0,services,unknown,basic.9y,no,no,no,cellular,nov,tue,218.0,2,1,success,no,Albufeira
55.0,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,40.0,3,0,nonexistent,no,Trofa
47.0,admin.,married,university.degree,no,no,no,telephone,jun,fri,232.5,1,0,nonexistent,no,Valongo
30.0,services,married,basic.9y,unknown,yes,no,cellular,nov,mon,209.0,1,0,nonexistent,no,Torres Vedras
40.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,232.5,5,0,nonexistent,no,Lourosa
27.0,technician,single,professional.course,no,yes,yes,telephone,jun,mon,522.0,1,0,nonexistent,no,Maia
33.0,technician,single,university.degree,no,yes,no,cellular,aug,tue,181.0,1,0,nonexistent,no,Pinhel
46.0,admin.,single,university.degree,no,no,yes,cellular,may,mon,232.5,6,0,nonexistent,no,Póvoa de Santa Iria
34.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,238.0,3,0,nonexistent,no,Seixal
39.0,blue-collar,unknown,unknown,no,yes,no,cellular,jul,thu,266.0,1,0,nonexistent,no,Covilhã
36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,232.5,2,0,nonexistent,no,Alfena
38.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,167.0,2,0,nonexistent,no,São Salvador de Lordelo
29.0,technician,single,professional.course,no,no,no,telephone,may,thu,388.0,2,0,nonexistent,no,Gouveia
32.0,unknown,single,university.degree,unknown,no,no,telephone,jun,thu,232.5,4,0,nonexistent,no,unknown
32.0,services,single,high.school,no,no,no,telephone,jun,mon,232.5,2,0,nonexistent,no,Vila do Conde
36.0,self-employed,married,professional.course,no,no,no,telephone,jun,fri,161.0,3,0,nonexistent,no,Santa Maria da Feira
39.0,technician,married,university.degree,no,no,no,cellular,aug,mon,101.0,5,0,nonexistent,no,Porto
43.0,unknown,married,basic.6y,unknown,no,no,telephone,may,thu,301.0,2,0,nonexistent,no,unknown
48.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,84.0,1,0,nonexistent,no,Peso da Régua
35.0,services,married,basic.9y,no,yes,no,cellular,apr,thu,232.5,1,0,nonexistent,no,Câmara de Lobos
35.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,90.0,2,0,nonexistent,no,Almada
28.0,technician,divorced,professional.course,no,yes,no,cellular,may,tue,232.5,1,0,nonexistent,no,Évora
37.0,technician,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,417.0,1,0,nonexistent,no,Covilhã
21.0,admin.,married,unknown,no,yes,no,cellular,jul,fri,528.0,3,0,nonexistent,no,Agualva-Cacém
55.0,management,divorced,university.degree,unknown,no,no,cellular,nov,fri,89.0,2,0,nonexistent,no,Gafanha da Nazaré
65.0,admin.,married,university.degree,no,yes,no,cellular,oct,thu,120.0,1,0,nonexistent,no,Vila do Conde
41.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,10.0,5,0,nonexistent,no,Gouveia
31.0,technician,single,university.degree,no,no,no,telephone,may,tue,47.0,3,0,nonexistent,no,Agualva-Cacém
34.0,services,married,basic.9y,no,no,no,telephone,jun,wed,232.5,3,0,nonexistent,no,Vila Nova de Foz Côa
46.0,admin.,unknown,high.school,unknown,no,no,cellular,jul,thu,232.5,1,0,nonexistent,no,Covilhã
34.0,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,439.0,1,0,nonexistent,no,Entroncamento
59.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,324.0,2,1,failure,no,Agualva-Cacém
34.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,232.5,1,1,failure,no,Águeda
35.0,services,married,high.school,no,yes,no,cellular,jul,wed,698.0,2,0,nonexistent,no,Oliveira do Bairro
31.0,housemaid,married,basic.4y,no,no,no,telephone,jun,wed,91.0,2,0,nonexistent,no,Agualva-Cacém
66.0,retired,married,unknown,no,no,no,cellular,aug,wed,68.0,3,0,nonexistent,no,Alfena
32.0,technician,married,university.degree,no,no,no,cellular,sep,mon,232.5,2,0,nonexistent,no,Águeda
38.0,services,married,basic.9y,no,no,no,telephone,jun,fri,31.0,1,0,nonexistent,no,Tondela
32.0,admin.,single,university.degree,no,unknown,unknown,telephone,nov,mon,232.5,3,1,success,no,Tondela
54.0,housemaid,married,basic.9y,no,yes,yes,cellular,nov,wed,133.0,2,0,nonexistent,no,Oliveira do Bairro
51.0,technician,unknown,professional.course,no,no,no,cellular,aug,mon,72.0,1,0,nonexistent,no,Trancoso
39.0,blue-collar,unknown,university.degree,no,yes,no,cellular,may,wed,173.0,9,0,nonexistent,no,Gafanha da Nazaré
41.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,161.0,1,1,failure,no,Agualva-Cacém
43.0,technician,single,university.degree,no,no,no,telephone,may,wed,336.0,1,0,nonexistent,no,Agualva-Cacém
17.0,student,single,basic.9y,no,yes,no,cellular,aug,fri,232.5,2,2,failure,no,Maia
50.0,admin.,single,university.degree,no,yes,no,telephone,may,tue,232.5,1,0,nonexistent,no,Trancoso
58.0,management,divorced,university.degree,no,yes,no,telephone,nov,fri,39.0,2,0,nonexistent,no,Portalegre
46.0,admin.,single,unknown,no,no,yes,telephone,may,fri,105.0,4,0,nonexistent,no,Esmoriz
31.0,admin.,married,university.degree,no,yes,no,telephone,aug,fri,43.0,1,0,nonexistent,no,Águeda
35.0,services,single,high.school,no,no,no,telephone,jun,fri,17.0,14,0,nonexistent,no,Mangualde
59.0,technician,married,unknown,no,yes,no,telephone,may,mon,386.0,1,0,nonexistent,no,Castelo Branco
43.0,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,thu,232.5,1,0,nonexistent,no,Santa Maria da Feira
45.0,entrepreneur,single,university.degree,no,unknown,unknown,telephone,may,wed,232.5,3,0,nonexistent,no,Agualva-Cacém
39.0,services,married,high.school,no,yes,no,cellular,nov,fri,232.5,3,1,failure,no,Marinha Grande
30.0,admin.,married,high.school,no,yes,no,telephone,aug,wed,578.0,2,0,nonexistent,no,Fátima
45.0,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,76.0,3,0,nonexistent,no,Rio Tinto
49.0,admin.,married,high.school,unknown,no,no,telephone,may,thu,157.0,5,0,nonexistent,no,Silves
58.0,housemaid,married,basic.4y,unknown,no,no,cellular,nov,tue,91.0,2,0,nonexistent,no,Ílhavo
30.0,technician,single,unknown,no,no,no,telephone,jun,thu,32.0,1,0,nonexistent,no,Ermesinde
21.0,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,154.0,1,0,nonexistent,no,Torres Novas
58.0,retired,married,basic.4y,no,yes,no,telephone,jun,tue,159.0,4,0,nonexistent,no,Seixal
36.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,232.5,3,0,nonexistent,no,Lourosa
27.0,services,single,high.school,no,yes,no,cellular,may,thu,88.0,1,1,failure,no,Vila Nova de Foz Côa
56.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,260.0,5,0,nonexistent,no,Tondela
34.0,admin.,married,high.school,no,yes,yes,telephone,may,thu,186.0,1,0,nonexistent,no,Gouveia
46.0,unknown,married,high.school,no,yes,no,telephone,jun,wed,95.0,1,0,nonexistent,no,unknown
37.0,services,married,unknown,no,yes,no,cellular,jul,tue,165.0,1,0,nonexistent,no,Tondela
48.0,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,407.0,14,0,nonexistent,no,Maia
30.0,technician,single,professional.course,no,no,no,cellular,jul,thu,54.0,4,0,nonexistent,no,Vila Franca de Xira
32.0,admin.,single,high.school,no,yes,no,telephone,jul,fri,143.0,3,0,nonexistent,no,Rio Tinto
35.0,admin.,single,university.degree,no,yes,no,cellular,may,thu,143.0,1,1,failure,no,Rebordosa
30.0,management,single,university.degree,no,no,no,cellular,nov,thu,197.0,5,1,failure,no,Agualva-Cacém
30.0,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,136.0,2,0,nonexistent,no,Marinha Grande
49.0,management,married,university.degree,no,yes,no,telephone,jun,mon,153.0,1,0,nonexistent,no,Rio Tinto
35.0,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,232.5,1,0,nonexistent,no,Câmara de Lobos
39.0,technician,married,professional.course,no,yes,no,cellular,jul,wed,178.0,2,0,nonexistent,no,Anadia
37.0,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,130.0,6,0,nonexistent,no,Valongo
51.0,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,72.0,18,0,nonexistent,no,Gondomar
51.0,unknown,married,professional.course,no,no,yes,telephone,jun,mon,147.0,1,0,nonexistent,no,unknown
46.0,entrepreneur,married,high.school,no,no,no,cellular,may,tue,366.0,1,1,success,no,Águeda
41.0,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,189.0,1,0,nonexistent,no,Montemor-o-Novo
51.0,technician,married,professional.course,no,no,no,telephone,may,wed,302.0,2,0,nonexistent,no,Funchal
26.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,183.0,2,0,nonexistent,no,Fátima
57.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,232.5,1,0,nonexistent,no,Santa Comba Dão
33.0,admin.,married,university.degree,no,no,yes,cellular,may,mon,69.0,1,0,nonexistent,no,Rio Tinto
